CEP;Rua;Bairro;Cidade;Latitude;Longitude
13466-510; Rua Francisco Lapierre; Vila São Pedro; Americana/SP;-22.755913;-47.3353878,17
13466-500; Rua Pau Brasil; Vila São Pedro; Americana/SP;-22.75471;-47.3335144,17
13467-350; Avenida ASTA; Vila Vitória; Americana/SP;-22.7711065;-47.330414,17
13467-353; Rua Francisco Cano Sanches; Vila Vitória; Americana/SP;-22.770953;-47.3283067,18
13478-359; Praça Maçônica; Werner Plaas; Americana/SP;-22.7271164;
13478-440; Rua Belo Horizonte; Werner Plaas; Americana/SP;-22.7450787;-47.3138434,18
13478-400; Rua Bento Geraldo de Camargo; Werner Plaas; Americana/SP;-22.7437489;-47.3188917,16
13478-380; Rua Blumenau; Werner Plaas; Americana/SP;-22.7444428;-47.3192959,18
13478-430; Rua Boa Vista; Werner Plaas; Americana/SP;-22.7454071;-47.3182652,17
13478-460; Rua Cabo Frio; Werner Plaas; Americana/SP;-22.7432786;-47.3138434,18
13478-480; Rua Espírito Santo; Werner Plaas; Americana/SP;-22.7438617;-47.3136638,17
13478-470; Rua Florianópolis; Werner Plaas; Americana/SP;-22.7439018;-47.3143128,17
13478-420; Rua Foz do Iguaçu; Werner Plaas; Americana/SP;-22.7446827;-47.317511,18
13478-390; Rua Ilhéus; Werner Plaas; Americana/SP;-22.7454867;-47.3187336,18
13478-410; Rua Niterói; Werner Plaas; Americana/SP;-22.7434827;-47.317511,18
13478-350; Rua Olinda; Werner Plaas; Americana/SP;-22.7413967;-47.3148412,18
13478-360; Rua Parati; Werner Plaas; Americana/SP;-22.7428378;-47.3190085,16
13478-450; Rua Porto Velho; Werner Plaas; Americana/SP;-22.74463;-47.3153264,17
13474-629; Praça Farmacêutico Hermes Fanelli; Antônio Zanaga I; Americana/SP;-22.7012422;-47.2977001,16
13474-599; Praça Vinícius de Moraes; Antônio Zanaga I; Americana/SP;-22.7028594;-47.2968086,17
13474-453; Avenida Nina Rodrigues; Antônio Zanaga II; Americana/SP;-22.7081419;-47.2981673,17
13479-301; Rua Maranhão; Bairro da Lagoa; Americana/SP;-22.7462465;-47.2478209,17
13479-302; Via de Acesso Comandante César Albuquerque Almeida; Bairro da Lagoa; Americana/SP;-22.754791;-47.2704057,17
13476-793; Rua Oswaldo Jensen; Balneário Riviera; Americana/SP;-22.7183314;-47.2776996,17
13475-230; Avenida Comendador Thomaz Fortunato; Boa Esperança; Americana/SP;-22.7402292;-47.3246796,14
13475-715; Rua Existente Dois; Bosque dos Ipês; Americana/SP;-22.7175691;-47.2637145,14
13477-021; Rua B; Campo Limpo; Americana/SP;-22.7268529;-47.3237228,14
13477-101; Rua Félicio Canciani; Campo Limpo; Americana/SP;-22.7331335;-47.3111595,17
13473-311; Praça Padre Gleiton Pinheiro de Miranda; Campo Verde; Americana/SP;-22.7210426;-47.3100427,17
13473-312; Rua Vécio José Alves; Campo Verde; Americana/SP;-22.722827;-47.3094741,17
13472-717; Avenida Carioba; Carioba; Americana/SP;-22.7266936;-47.3277233,17
13472-714; Estrada Velha de Carioba; Carioba; Americana/SP;-22.7266932;-47.3354481,15
13472-719; Praça Arlindo Reami; Carioba; Americana/SP;-22.7351636;-47.3633881,14
13472-724; Rua da Fábrica; Carioba; Americana/SP;-22.7351609;-47.3633881,14
13472-725; Rua da Usina; Carioba; Americana/SP;-22.7351583;-47.3633881,14
13472-722; Rua do Escritório; Carioba; Americana/SP;-22.7351557;-47.3633881,14
13472-711; Rua F; Carioba; Americana/SP;-22.7471991;-47.3504051,13
13472-712; Rua G; Carioba; Americana/SP;-22.7562942;-47.3728345,17
13472-713; Rua H; Carioba; Americana/SP;-22.7421185;-47.3369216,17
13472-710; Rua Particular; Carioba; Americana/SP;-22.7250181;-47.2729292,17
13472-399; Praça Maria Penélope Tonelli Sacoman; Cariobinha; Americana/SP;-22.7250128;-47.3115541,13
13465-290; Travessa Charles Hall; Centro; Americana/SP;-22.7250022;-47.3115541,13
13475-000; Rodovia Anhanguera; Chácara Letônia; Americana/SP;-21.8124835;-47.5012296,17
13478-049; Praça Tiradentes; Chácara Machadinho I; Americana/SP;-22.739854;-47.327824,17
13478-242; Avenida Bandeirantes; Chácara Machadinho II; Americana/SP;-22.7431876;-47.326003,17
13465-438; Praça Oswaldo Salgals; Chácara Rodrigues; Americana/SP;-22.7417345;-47.3380725,17
13475-220; Avenida Comendador Thomaz Fortunato; Chácaras São Francisco; Americana/SP;-22.7495377;-47.331513,17
13467-119; Praça Oscar Ignácio de Souza; Cidade Jardim II; Americana/SP;-22.7636853;-47.3353123,17
13476-202; Avenida Padre Constantino Gardinali; Fazenda Santa Lúcia; Americana/SP;-22.7358848;-47.2676918,15
13475-680; Estrada Alvim Biasi; Fazenda Santa Lúcia; Americana/SP;-22.730816;-47.2526651,17
13476-212; Rua Achiles Zanaga Camargo Neves; Fazenda Santa Lúcia; Americana/SP;-22.7395467;-47.2700064,17
13476-205; Rua Professor João Rodella; Fazenda Santa Lúcia; Americana/SP;-22.7395463;-47.2777312,15
13471-261; Rua Quatorze; Jardim Bela Vista; Americana/SP;-22.7414852;-47.3527248,13
13471-215; Rua Vinte e Um; Jardim Bela Vista; Americana/SP;-22.765258;-47.3524709,17
13477-752; Rua Maycon Ferreira Lima; Jardim Boer II; Americana/SP;-22.7415771;-47.3503545,13
13478-319; Praça Pedro Rando; Jardim Colina; Americana/SP;-22.7415665;-47.3503545,13
13470-692; Rua Rio Vermelho; Jardim da Balsa I; Americana/SP;-22.6984985;-47.3858949,16
13470-725; Rua Rio Vermelho; Jardim da Balsa II; Americana/SP;-22.6984983;-47.3858949,16
13469-790; Avenida Rogério Zanaga de Camargo Neves; Jardim das Orquídeas; Americana/SP;-22.7043399;-47.3738423,17
13469-794; Rua João Ginetti; Jardim das Orquídeas; Americana/SP;-22.7165924;-47.3769477,14
13469-785; Rua Maria Amélia Santos Stéfani; Jardim das Orquídeas; Americana/SP;-22.7024102;-47.3710105,18
13465-599; Praça dos Americanos; Jardim Girassol; Americana/SP;-22.702405;-47.4109228,13
13465-610; Praça Liráucio Gomes; Jardim Girassol; Americana/SP;-22.7424776;-47.3372175,17
13471-330; Rua da Mangueira; Jardim Guanabara; Americana/SP;-22.7091735;-47.2903121,17
13479-843; Praça Irene Grazzi Gasparini; Jardim Imperador; Americana/SP;-22.7363661;-47.3098185,13
13479-824; Praça Lélio Henrique de Oliveira; Jardim Imperador; Americana/SP;-22.7363556;-47.3098186,13
13468-499; Praça Aristides Pisoni; Jardim Ipiranga; Americana/SP;-22.7522377;-47.3576852,15
13468-439; Praça da Independência; Jardim Ipiranga; Americana/SP;-22.7494572;-47.371091,15
13471-329; Praça Sebastião de Paula; Jardim Lizandra; Americana/SP;-22.7246168;-47.3316827,16
13466-679; Praça Catarina Zanaga; Jardim Marcia Cristina; Americana/SP;-22.7246167;-47.3316827,16
13466-662; Praça Osvaldo Miante; Jardim Marcia Cristina; Americana/SP;-22.757578;-47.339867,15
13469-071; Rua D; Jardim Miriam; Americana/SP;-22.7533817;-47.3576909,15
13465-751; Avenida Brasil; Jardim Novo Girassol; Americana/SP;-22.7464556;-47.3523288,15
13471-477; Rua Ipanema; Jardim Novo Horizonte; Americana/SP;-22.726619;-47.3461321,15
13472-660; Rua Carlos Gomes da Silva; Jardim Pau Brasil; Americana/SP;-22.719154;-47.3253568,18
13472-663; Rua Professora Eluiza Helena Samogim Spilla; Jardim Pau Brasil; Americana/SP;-22.7203564;-47.3239617,18
13468-277; Avenida Brasil; Jardim Paulista; Americana/SP;-22.7520262;-47.3464487,17
13468-279; Praça José Fae; Jardim Paulista; Americana/SP;-22.7559088;-47.3570139,15
13470-499; Praça da Fraternidade; Jardim Paz; Americana/SP;-22.7059006;-47.3776617,15
13475-317; Rua Antonio Sacilotto; Jardim Phillipson Park; Americana/SP;-22.7201679;-47.2845864,17
13478-552; Avenida Projetada; Jardim Portal da Colina; Americana/SP;-22.7512496;-47.3157001,17
13478-549; Rua Barra do Una; Jardim Portal da Colina; Americana/SP;-22.744319;-47.3184275,16
13476-150; Rua B; Jardim Progresso; Americana/SP;-22.7430681;-47.3221148,15
13474-048; Avenida Eduardo Rubbo; Jardim Santa Eliza; Americana/SP;-22.7138016;-47.3015276,15
13474-052; Rua Marginal; Jardim Santa Eliza; Americana/SP;-22.7520497;-47.262794,17
13471-274; Avenida Nove de Julho; Jardim Santa Mônica; Americana/SP;-22.7957294;-47.3012529,12
13471-276; Rua Gilberto Niero; Jardim Santa Mônica; Americana/SP;-22.7601777;-47.4099972,11
13478-119; Rua João José Chinelato; Jardim Santana; Americana/SP;-22.7367012;-47.321877,17
13470-778; Avenida Europa; Jardim São Domingos; Americana/SP;-22.7251776;-47.3437599,17
13467-019; Praça José Frezzarin; Jardim São José; Americana/SP;-22.7251723;-47.3823848,13
13467-011; Rua N; Jardim São José; Americana/SP;-22.7509511;-47.3459955,13
13468-000; Avenida Brasil; Jardim São Paulo; Americana/SP;-22.7500441;-47.3434444,17
13468-105; Praça Sérgio Bisof; Jardim São Paulo; Americana/SP;-22.7563207;-47.3545316,15
13469-439; Praça Augustino Dainese; Jardim São Roque; Americana/SP;-22.7323846;-47.366679,15
13469-414; Rua A; Jardim São Roque; Americana/SP;-22.7289674;-47.3591975,16
13469-415; Rua B; Jardim São Roque; Americana/SP;-22.760313;-47.3723166,17
13469-417; Rua São Bento; Jardim São Roque; Americana/SP;-22.7350436;-47.3590962,17
13468-821; Avenida Padre Oswaldo Vieira de Andrade; Jardim Terramérica I; Americana/SP;-22.7670713;-47.3535174,17
13468-827; Rua Aurea Zanetti Penachione; Jardim Terramérica I; Americana/SP;-22.7673739;-47.3583227,17
13468-847; Rua Emílio Alfeo Cordenonssi; Jardim Terramérica II; Americana/SP;-22.7634885;-47.3585983,17
13478-892; Avenida Engenheiro Edson José Bassette; Jardim Trípoli; Americana/SP;-22.7480635;-47.3067776,17
13478-891; Avenida Paris; Jardim Trípoli; Americana/SP;-22.7480631;-47.3067852,17
13478-882; Rua Maria Joana Criveloni Abrahão; Jardim Trípoli; Americana/SP;-22.7471999;-47.3074068,17
13478-887; Rua Viena; Jardim Trípoli; Americana/SP;-22.7480639;-47.30677,17
13478-736; Avenida Ângelo Pascote; Jardim Werner Plaas; Americana/SP;-22.7530911;-47.3082035,17
13478-673; Rua Ilhabela; Jardim Werner Plaas VII; Americana/SP;-22.7484017;-47.3200219,17
13465-081; Avenida Nove de Julho; Leitão; Americana/SP;-22.7484013;-47.3277467,15
13474-695; Avenida Clovis Meneghel; Loteamento Industrial 9 de Julho; Americana/SP;-22.7483957;-47.3586468,13
13474-685; Rua Antonio Fioretti; Loteamento Industrial 9 de Julho; Americana/SP;-22.7483852;-47.3586468,13
13474-683; Rua Arnaldo Mantovani; Loteamento Industrial 9 de Julho; Americana/SP;-22.7436346;-47.3817841,15
13474-686; Rua Challil Zabani; Loteamento Industrial 9 de Julho; Americana/SP;-22.7202291;-47.3435619,14
13474-691; Rua Délcio Dollo; Loteamento Industrial 9 de Julho; Americana/SP;-22.701758;-47.3163338,16
13474-694; Rua Guilherme Roder; Loteamento Industrial 9 de Julho; Americana/SP;-22.7017579;-47.3163338,16
13474-692; Rua Irineu Dollo; Loteamento Industrial 9 de Julho; Americana/SP;-22.7017577;-47.3163338,16
13474-699; Rua Joana Ferreira Pinto Dias; Loteamento Industrial 9 de Julho; Americana/SP;-22.7503809;-47.3884482,17
13474-693; Rua João Feltrin; Loteamento Industrial 9 de Julho; Americana/SP;-22.7244989;-47.3435619,14
13474-687; Rua Olavo Camargo Neves; Loteamento Industrial 9 de Julho; Americana/SP;-22.7244962;-47.3435619,14
13474-689; Rua Otávio Ciamarro; Loteamento Industrial 9 de Julho; Americana/SP;-22.7244936;-47.3435619,14
13478-821; Rua Um; Loteamento Industrial Nossa Senhora de Fátima; Americana/SP;-22.7616339;-47.3250511,17
13475-255; Rua Antonieta Bertini Cordenonsi; Loteamento Mantovani; Americana/SP;-22.7330997;-47.3656134,13
13475-252; Rua José Sacilotto; Loteamento Mantovani; Americana/SP;-22.7330892;-47.3656135,13
13475-251; Rua Luigi Dominoni; Loteamento Mantovani; Americana/SP;-22.7330786;-47.3656136,13
13475-253; Rua Miguel Brancatti; Loteamento Mantovani; Americana/SP;-22.733068;-47.3656136,13
13475-254; Rua Paulo Cordenonsi; Loteamento Mantovani; Americana/SP;-22.7330575;-47.3656137,13
13475-250; Rua Romeu Gabbatore; Loteamento Mantovani; Americana/SP;-22.7327805;-47.2915219,14
13476-564; Rua Olga Benário Prestes; Loteamento Residencial de Interesse Social Vila Nova Esperança - ASTA 4; Americana/SP;-23.180045;-47.3542498,10
13470-805; Avenida Alvaro Dell Agnese; Loteamento Residencial e Comercial Bairro Pacaembu; Americana/SP;-22.7407445;-47.3343559,17
13470-804; Avenida Luiz Bassette; Loteamento Residencial e Comercial Bairro Pacaembu; Americana/SP;-22.7407442;-47.3420807,15
13470-802; Avenida Rogério Zanaga de Camargo Neves; Loteamento Residencial e Comercial Bairro Pacaembu; Americana/SP;-22.7201552;-47.3711056,14
13470-813; Rua Doutora Zilda Arns Neumann; Loteamento Residencial e Comercial Bairro Pacaembu; Americana/SP;-22.7196043;-47.3862064,13
13470-806; Rua Ricardo Matthiesen Silva; Loteamento Residencial e Comercial Bairro Pacaembu; Americana/SP;-22.7424975;-47.3310415,17
13470-815; Rua Yolanda Galter Lopes; Loteamento Residencial e Comercial Bairro Pacaembu; Americana/SP;-22.700783;-47.3693662,17
13477-329; Praça Zumbi dos Palmares; Loteamento Residencial Industrial João Santarosa; Americana/SP;-22.755062;-47.3217238,17
13477-306; Rua C; Loteamento Residencial Industrial João Santarosa; Americana/SP;-22.7307148;-47.2723961,17
13477-305; Rua D; Loteamento Residencial Industrial João Santarosa; Americana/SP;-22.7321099;-47.3058125,15
13477-303; Rua F; Loteamento Residencial Industrial João Santarosa; Americana/SP;-22.7376557;-47.2517733,17
13477-301; Rua H; Loteamento Residencial Industrial João Santarosa; Americana/SP;-22.7383037;-47.2525222,17
13472-582; Rua Alcides Seleghini; Loteamento Residencial Jardim dos Ipês Amarelos; Americana/SP;-22.7259603;-47.3272448,17
13472-643; Avenida Bandeirantes; Loteamento Residencial Jardim dos Pinheiros; Americana/SP;-22.7259599;-47.3349696,15
13472-633; Rua Maria Cecília Pinheiro; Loteamento Residencial Jardim dos Pinheiros; Americana/SP;-22.7259593;-47.3349697,15
13477-764; Rua Romildo Bosquiero; Loteamento Residencial Jardim Esperança; Americana/SP;-22.7362124;-47.3360352,13
13475-264; Rua Luigi Dominoni; Loteamento Residencial Jardim Villagio; Americana/SP;-22.7240706;-47.2856284,17
13476-714; Estrada Cirilo Alves Pereira; Monte Carlo; Americana/SP;-22.7365485;-47.2381694,17
13470-303; Rua Vinte e Quatro; Morada do Sol; Americana/SP;-22.7643792;-47.3562453,17
13478-349; Praça Doutor Newton Worschec; Nossa Senhora de Fátima; Americana/SP;-22.7323181;-47.3267868,15
13476-810; Estrada de Servidão Cacilda Camargo; Olho D'Água; Americana/SP;-22.7340476;-47.3248439,17
13476-811; Rua Maranhão; Olho D'Água; Americana/SP;-22.7368986;-47.2571823,15
13476-815; Rua Maria Aparecida de Campos Machado; Olho D'Água; Americana/SP;-22.7368986;-47.2624386,15
13465-713; Avenida Brasil; Paraíso; Americana/SP;-22.7493232;-47.3447852,17
13469-579; Praça João Sgubim; Parque Gramado; Americana/SP;-22.7241507;-47.3693601,15
13469-631; Rua Clóvis Cazassa; Parque Gramado; Americana/SP;-22.7153363;-47.376733,14
13470-823; Rua Dirceu Giometti França; Parque Industrial Jair Faraone Zanaga 3; Americana/SP;-23.0413084;-47.7825802,10
13470-433; Avenida Serra do Imeri; Parque Liberdade; Americana/SP;-22.7137486;-47.3575182,17
13470-438; Praça Pico da Neblina; Parque Liberdade; Americana/SP;-22.7137801;-47.3621562,16
13470-409; Praça Pico das Agulhas Negras; Parque Liberdade; Americana/SP;-22.7156095;-47.3655788,15
13470-419; Praça Pico do Itatiaia; Parque Liberdade; Americana/SP;-22.7193796;-47.3630113,15
13473-831; Praça Doutor Benedito Cunha Campos; Parque Nova Carioba; Americana/SP;-22.7170305;-47.3306338,15
13473-833; Praça Luiz Afonso; Parque Nova Carioba; Americana/SP;-22.7170298;-47.3306339,15
13473-811; Rua João Corá; Parque Nova Carioba; Americana/SP;-22.7205437;-47.3540087,14
13473-804; Rua João Testa Basso; Parque Nova Carioba; Americana/SP;-22.7250027;-47.3409337,14
13467-479; Praça Raul Leme Brisolla; Parque Novo Mundo; Americana/SP;-22.7596567;-47.361441,14
13474-000; Rodovia Anhanguera; Parque Primavera; Americana/SP;-22.7292185;-47.3741381,12
13473-697; Rua Quarenta e Um; Parque Residencial Jaguari; Americana/SP;-22.9323005;-47.261305,17
13473-694; Rua Trinta e Oito; Parque Residencial Jaguari; Americana/SP;-22.7195887;-47.3254857,15
13473-692; Rua Trinta e Seis; Parque Residencial Jaguari; Americana/SP;-22.719588;-47.3254858,15
13468-299; Praça Leão XIII; Parque Residencial Nardini; Americana/SP;-22.754439;-47.3614151,15
13468-395; Rua Abrahim Abraham; Parque Residencial Nardini; Americana/SP;-22.756318;-47.354679,16
13469-765; Avenida Doosan; Parque São Jerônimo; Americana/SP;-22.6994629;-47.3674887,17
13469-662; Rua Benedito Francisco de Paulo; Parque São Jerônimo; Americana/SP;-22.7103438;-47.3846041,14
13469-640; Rua Ema Itália Bufarah; Parque São Jerônimo; Americana/SP;-22.7184596;-47.3675913,17
13469-670; Rua José Sacoman; Parque São Jerônimo; Americana/SP;-22.71535;-47.3649879,17
13469-671; Rua Projetada; Parque São Jerônimo; Americana/SP;-22.7148847;-47.3652964,17
13467-704; Rua Professor Felippe Monteiro Hellmeister; Parque Universitário; Americana/SP;-22.7148833;-47.3833211,14
13467-702; Rua Professor Fernando José Goffi Macedo; Parque Universitário; Americana/SP;-22.7148807;-47.3833211,14
13479-770; Acesso Arnaldo Júlio Mauerberg; Portal dos Nobres; Americana/SP;-22.7645563;-47.2697576,17
13475-463; Rua Dois; Praia dos Namorados; Americana/SP;-22.7254759;-47.2843164,17
13474-289; Praça Luiz Augusto Filippi Cecchino; Recanto Vista Alegre; Americana/SP;-22.7254745;-47.3023411,14
13474-283; Rua Quatro; Recanto Vista Alegre; Americana/SP;-22.7242413;-47.2839633,17
13474-292; Rua Raymundo Siviero; Recanto Vista Alegre; Americana/SP;-22.7080187;-47.2832736,17
13474-282; Rua Três; Recanto Vista Alegre; Americana/SP;-22.7295801;-47.2707967,17
13476-558; Avenida Marginal Três; Remanso Azul; Americana/SP;-22.7503422;-47.2525698,17
13476-556; Rua Elysio Bratifishe; Remanso Azul; Americana/SP;-22.732561;-47.2829628,14
13475-829; Avenida Padre Constantino Gardinali; Residencial Jardim Barra do Cisne I; Americana/SP;-22.7325584;-47.2829628,14
13475-821; Rua Albatroz; Residencial Jardim Barra do Cisne I; Americana/SP;-22.734498;-47.2467029,17
13475-823; Rua Coruja; Residencial Jardim Barra do Cisne I; Americana/SP;-22.7344976;-47.2544277,15
13475-827; Rua Gaivota; Residencial Jardim Barra do Cisne I; Americana/SP;-22.7365471;-47.2479902,17
13474-234; Rua Dez; Residencial Praia dos Namorados; Americana/SP;-22.7225575;-47.2814205,17
13474-379; Praça Dirceu Cunha; Residencial Vale das Nogueiras; Americana/SP;-22.7084203;-47.2976232,15
13474-789; Rua Durval Biasi; Salto Grande; Americana/SP;-22.6978585;-47.3196651,14
13477-479; Praça Alfredo Nardini; Santa Cruz; Americana/SP;-22.74662;-47.3404691,14
13477-439; Praça Doutor Adolfo Bezerra de Menezes Cavalcanti; Santa Cruz; Americana/SP;-22.7240257;-47.3731804,12
13477-380; Rua Quatro; Santa Cruz; Americana/SP;-22.7278342;-47.2801466,15
13477-239; Praça Sofia Abrão; Santa Sofia; Americana/SP;-22.7278286;-47.3110467,13
13476-673; Rua Quatro; São Benedito; Americana/SP;-22.7198029;-47.209216,17
13476-670; Rua Um; São Benedito; Americana/SP;-22.7607567;-47.2938396,13
13470-800; Rua Florindo Cibin; São Jerônimo; Americana/SP;-22.6992767;-47.3624203,17
13477-655; Avenida Oswaldo Bueno Quirino; São Luiz; Americana/SP;-22.7447894;-47.2976496,17
13477-581; Rua B; São Luiz; Americana/SP;-22.7412089;-47.3128575,15
13472-039; Praça Antônio Franciscangelis; São Manoel; Americana/SP;-22.7412033;-47.3437575,13
13472-199; Praça Antônio Franciscangelis Júnior; São Manoel; Americana/SP;-22.7411927;-47.3437576,13
13472-029; Praça João Batista Ardito; São Manoel; Americana/SP;-22.7294635;-47.3140064,14
13472-239; Praça Natale Pinese; São Manoel; Americana/SP;-22.7231319;-47.325302,15
13476-000; Rodovia Anhanguera; São Sebastião; Americana/SP;-22.7065475;-47.3427975,13
13471-101; Avenida Salvador Destro; Vale do Rio Branco; Americana/SP;-22.706537;-47.3427975,13
13468-890; Avenida Padre Oswaldo Vieira de Andrade; Vila Amorim; Americana/SP;-22.766561;-47.3502769,17
13469-149; Praça Américo Rodrigues de Almeida; Vila Amorim; Americana/SP;-22.7673127;-47.3328139,17
13469-139; Praça Vereador Braz Rosolem; Vila Amorim; Americana/SP;-22.7390758;-47.3576159,17
13473-149; Praça Milhem Abrão; Vila Belvedere; Americana/SP;-22.7275571;-47.309972,15
13473-459; Praça Jerônymo Bertini; Vila Bertini; Americana/SP;-22.7184149;-47.3191926,14
13473-509; Praça Zelinda Zanettini Bertini; Vila Bertini; Americana/SP;-22.7184122;-47.3191926,14
13473-422; Rua Fernando Luiz Baldin; Vila Bertini; Americana/SP;-22.7214224;-47.3074666,17
